Text,Back Extra,Word,TranslationJa,Audio,Image
(陳述・計算などの)矛盾，不一致，食い違い 〔between，in〕.<br>There is some {{c1::discrepancy}} between the two accounts.,"discrepancy<br>(陳述・計算などの)矛盾，不一致，食い違い 〔between，in〕.<br>[sound:ukdisco024.mp3]<br><img src=""discrepancy.jpg"">",discrepancy,(陳述・計算などの)矛盾，不一致，食い違い 〔between，in〕.,ukdisco024.mp3,discrepancy.jpg
差別<br>racial/sex/age {{c1::discrimination}},"discrimination<br>差別<br>[sound:ukdisco030.mp3]<br><img src=""discrimination.jpg"">",discrimination,差別,ukdisco030.mp3,discrimination.jpg
～を話し合う<br>Have you {{c1::discussed}} this matter with anyone else?,"discuss<br>～を話し合う<br>[sound:ukdiscr004.mp3]<br><img src=""discuss.jpg"">",discuss,～を話し合う,ukdiscr004.mp3,discuss.jpg
"話し合い, 議論<br>They were having a {{c1::discussion}} about football.","discussion<br>話し合い, 議論<br>[sound:ukdiscr005.mp3]<br><img src=""discussion.jpg"">",discussion,"話し合い, 議論",ukdiscr005.mp3,discussion.jpg
皿<br>a serving {{c1::dish}},"dish<br>皿<br>[sound:ukdisgu007.mp3]<br><img src=""dish.jpg"">",dish,皿,ukdisgu007.mp3,dish.jpg
（人）を解雇する<br>Anyone who breaks company rules will be {{c1::dismissed}}.,"dismiss<br>（人）を解雇する<br>[sound:ukdisin021.mp3]<br><img src=""dismiss.jpg"">",dismiss,（人）を解雇する,ukdisin021.mp3,dismiss.jpg
拒否するような; 見下げるような，軽蔑的な.<br>He's so {{c1::dismissive}} of anybody else's suggestions.,"dismissive<br>拒否するような; 見下げるような，軽蔑的な.<br>[sound:ukdisin023.mp3]<br><img src=""dismissive.jpg"">",dismissive,拒否するような; 見下げるような，軽蔑的な.,ukdisin023.mp3,dismissive.jpg
"展示, （花火の）打ち上げ<br>a firework {{c1::display}}","display<br>展示, （花火の）打ち上げ<br>[sound:ukdispl004.mp3]<br><img src=""display.jpg"">",display,"展示, （花火の）打ち上げ",ukdispl004.mp3,display.jpg
処分できる，自由になる.<br>{{c1::disposable}} nappies,"disposable<br>処分できる，自由になる.<br>[sound:ukdispl008.mp3]<br><img src=""disposable.jpg"">",disposable,処分できる，自由になる.,ukdispl008.mp3,disposable.jpg
&nbsp; 「処分する」&nbsp;<br>His rudeness when we first met didn't {{c1::dispose}} me very kindly/towards him.,"dispose<br>&nbsp; 「処分する」&nbsp;<br>[sound:ukdispl010.mp3]<br><img src=""dispose.jpg"">",dispose,&nbsp; 「処分する」&nbsp;,ukdispl010.mp3,dispose.jpg
"口論, 論争<br>A man stabbed his neighbour in a {{c1::dispute}} over noise.","dispute<br>口論, 論争<br>[sound:ukdispl023.mp3]<br><img src=""dispute.jpg"">",dispute,"口論, 論争",ukdispl023.mp3,dispute.jpg
"～を混乱させる, ～を邪魔する<br>Heavy snow {{c1::disrupted}} the city’s transport system.","disrupt<br>～を混乱させる, ～を邪魔する<br>[sound:ukdisre009.mp3]<br><img src=""disrupt.jpg"">",disrupt,"～を混乱させる, ～を邪魔する",ukdisre009.mp3,disrupt.jpg
特色のある，特有の<br>a {{c1::distinctive}} smell/taste,"distinctive<br>特色のある，特有の<br>[sound:ukdissi028.mp3]<br><img src=""distinctive.jpg"">",distinctive,特色のある，特有の,ukdissi028.mp3,distinctive.jpg
～を見分ける<br>Children must learn to {{c1::distinguish}} between right and wrong.,"distinguish<br>～を見分ける<br>[sound:ukdisti001.mp3]<br><img src=""paste-cd61dffe89ecf98d5effcc91a5213bfb20cd6799.jpg"">",distinguish,～を見分ける,ukdisti001.mp3,paste-cd61dffe89ecf98d5effcc91a5213bfb20cd6799.jpg
"（物）を分配する, （物）を配布する<br>The books will be {{c1::distributed}} to local schools.","distribute<br>（物）を分配する, （物）を配布する<br>[sound:ukdisti019.mp3]<br><img src=""distribute.jpg"">",distribute,"（物）を分配する, （物）を配布する",ukdisti019.mp3,distribute.jpg
配布<br>the sale and {{c1::distribution}} of DVDs,"distribution<br>配布<br>[sound:ukdisti020.mp3]<br><img src=""distribution.jpg"">",distribution,配布,ukdisti020.mp3,distribution.jpg
(株式・保険の)配当(金).<br>{{c1::Dividends}} will be sent to shareholders.,"dividend<br>(株式・保険の)配当(金).<br>[sound:ukdiver008.mp3]<br><img src=""dividend.jpg"">",dividend,(株式・保険の)配当(金).,ukdiver008.mp3,dividend.jpg
資料<br>How do I create a new {{c1::document}}?,"document<br>資料<br>[sound:ukdocud002.mp3]<br><img src=""document.jpg"">",document,資料,ukdocud002.mp3,document.jpg
寄付する<br>Four hundred new computers were {{c1::donated}} to the college.,"donate<br>寄付する<br>[sound:ukdolph026.mp3]<br><img src=""donate.jpg"">",donate,寄付する,ukdolph026.mp3,donate.jpg
"寄付金, 寄付<br>I would like to make a {{c1::donation}}.","donation<br>寄付金, 寄付<br>[sound:ukdolph027.mp3]<br><img src=""donation.jpg"">",donation,"寄付金, 寄付",ukdolph027.mp3,donation.jpg
（大きさ、量などが）２倍の<br>a {{c1::double}} hamburger,"double<br>（大きさ、量などが）２倍の<br>[sound:ukdoubl001.mp3]<br><img src=""double.jpg"">",double,（大きさ、量などが）２倍の,ukdoubl001.mp3,double.jpg
（コンピュータ）～をダウンロードする<br>You can {{c1::download}} this software free from their website.,"download<br>（コンピュータ）～をダウンロードする<br>[sound:ukdownh003.mp3]<br><img src=""download.jpg"">",download,（コンピュータ）～をダウンロードする,ukdownh003.mp3,download.jpg
〈自動車・機器などを〉小型化する.<br>to {{c1::downsize}} your workforce/company,"downsize<br>〈自動車・機器などを〉小型化する.<br>[sound:epd31702.mp3]<br><img src=""downsize.jpg"">",downsize,〈自動車・機器などを〉小型化する.,epd31702.mp3,downsize.jpg
(景気・物価などの)下降，沈滞.<br>the continuing economic {{c1::downturn}},"downturn<br>(景気・物価などの)下降，沈滞.<br>[sound:ukdownh021.mp3]<br><img src=""downturn.jpg"">",downturn,(景気・物価などの)下降，沈滞.,ukdownh021.mp3,downturn.jpg
下方への，下向きの<br>a {{c1::downward}} trend,"downward<br>下方への，下向きの<br>[sound:ukdownh022.mp3]<br><img src=""downward.jpg"">",downward,下方への，下向きの,ukdownh022.mp3,downward.jpg
劇的な<br>a {{c1::dramatic}} change/improvement,"dramatic<br>劇的な<br>[sound:ukdram_003.mp3]<br><img src=""dramatic.jpg"">",dramatic,劇的な,ukdram_003.mp3,dramatic.jpg
思い切った，徹底的な，抜本的な.<br>{{c1::drastic}} measures,"drastic<br>思い切った，徹底的な，抜本的な.<br>[sound:ukdram_015.mp3]<br><img src=""paste.png"">",drastic,思い切った，徹底的な，抜本的な.,ukdram_015.mp3,paste.png
徹底的に，思い切って.<br>Our budget has been {{c1::drastically}} reduced.,"drastically<br>徹底的に，思い切って.<br>[sound:ukdram_016.mp3]<br><img src=""drastically.jpg"">",drastically,徹底的に，思い切って.,ukdram_016.mp3,drastically.jpg
ひきだし<br>I keep my socks in the bottom {{c1::drawer}}.,"drawer<br>ひきだし<br>[sound:ukdram_023.mp3]<br><img src=""drawer.jpg"">",drawer,ひきだし,ukdram_023.mp3,drawer.jpg
（車、列車）を運転する<br>She’s learning to {{c1::drive}}.,"drive<br>（車、列車）を運転する<br>[sound:ukdress028.mp3]<br><img src=""drive.jpg"">",drive,（車、列車）を運転する,ukdress028.mp3,drive.jpg
"下がる, ～を落とす<br>She tripped and {{c1::dropped}} the vase.","drop<br>下がる, ～を落とす<br>[sound:ukdrive016.mp3]<br><img src=""paste-71067b7d9b6009a4cddf0d4503235a5fbf9a7e5c.png"">",drop,"下がる, ～を落とす",ukdrive016.mp3,paste-71067b7d9b6009a4cddf0d4503235a5fbf9a7e5c.png
退屈な<br>a {{c1::dull}} place,"dull<br>退屈な<br>[sound:ukdull_001.mp3]<br><img src=""dull.jpg"">",dull,退屈な,ukdull_001.mp3,dull.jpg
"持続(期), 存続(期間).<br>He planned a stay of two years {{c1::duration}}.","duration<br>持続(期), 存続(期間).<br>[sound:ukdunny016.mp3]<br><img src=""duration.jpg"">",duration,"持続(期), 存続(期間).",ukdunny016.mp3,duration.jpg
免税の<br>He bought his wife some {{c1::duty-free}} perfume.,"duty-free<br>免税の<br>[sound:ukcld00390.mp3]<br><img src=""duty-free.jpg"">",duty-free,免税の,ukcld00390.mp3,duty-free.jpg
"（働いてお金）をかせぐ<br>She {{c1::earns}} about £40,000 a year.","earn<br>（働いてお金）をかせぐ<br>[sound:ukearma003.mp3]<br><img src=""earn.jpg"">",earn,（働いてお金）をかせぐ,ukearma003.mp3,earn.jpg
《複数形》 稼ぎ高，所得，稼いだもの.<br>Average {{c1::earnings}} for skilled workers are rising.,"earnings<br>《複数形》 稼ぎ高，所得，稼いだもの.<br>[sound:ukearma008.mp3]<br><img src=""earnings.jpg"">",earnings,《複数形》 稼ぎ高，所得，稼いだもの.,ukearma008.mp3,earnings.jpg
経済的な<br>It’s a very {{c1::economical}} car.,"economical<br>経済的な<br>[sound:ukecono003.mp3]<br><img src=""economical.jpg"">",economical,経済的な,ukecono003.mp3,economical.jpg
〈…を〉経済的に使用する; 節約する&nbsp;<br>You could {{c1::economize}} on food by not eating in restaurants all the time.,"economize<br>〈…を〉経済的に使用する; 節約する&nbsp;<br>[sound:ukecono007.mp3]<br><img src=""paste-70ec78971422814ba54d52e83d9f9be8460f267c.png"">",economize,〈…を〉経済的に使用する; 節約する&nbsp;,ukecono007.mp3,paste-70ec78971422814ba54d52e83d9f9be8460f267c.png
（国などの）経済<br>the US {{c1::economy}},"economy<br>（国などの）経済<br>[sound:ukecono008.mp3]<br><img src=""economy.jpg"">",economy,（国などの）経済,ukecono008.mp3,economy.jpg
効果的な<br>What is the most {{c1::effective}} way of teaching grammar?,"effective<br>効果的な<br>[sound:ukeeril006.mp3]<br><img src=""effective.jpg"">",effective,効果的な,ukeeril006.mp3,effective.jpg
効果的に<br>Teachers need to be able to communicate ideas {{c1::effectively}}.,"effectively<br>効果的に<br>[sound:ukeeril007.mp3]<br><img src=""paste-e513b942bf62e68ca19254141942c072d38c39c9.jpg"">",effectively,効果的に,ukeeril007.mp3,paste-e513b942bf62e68ca19254141942c072d38c39c9.jpg
有効性<br>There are doubts about the {{c1::effectiveness}} of the new drug (= how successful it is) in treating the disease.,"effectiveness<br>有効性<br>[sound:ukeeril008.mp3]<br><img src=""3290848259_4defd0a46c.jpg"">",effectiveness,有効性,ukeeril008.mp3,3290848259_4defd0a46c.jpg
効率<br>fuel {{c1::efficiency}},"efficiency<br>効率<br>[sound:ukeeril021.mp3]<br><img src=""efficiency.jpg"">",efficiency,効率,ukeeril021.mp3,efficiency.jpg
効率がいい<br>Email is a quick and {{c1::efficient}} way of contacting people.,"efficient<br>効率がいい<br>[sound:ukeeril022.mp3]<br><img src=""efficient.jpg"">",efficient,効率がいい,ukeeril022.mp3,efficient.jpg
能率的に<br>She runs the business very {{c1::efficiently}}.,"efficiently<br>能率的に<br>[sound:ukeeril023.mp3]<br><img src=""efficiently.jpg"">",efficiently,能率的に,ukeeril023.mp3,efficiently.jpg
年をとった<br>an {{c1::elderly}} man,"elderly<br>年をとった<br>[sound:ukelder003.mp3]<br><img src=""elderly.jpg"">",elderly,年をとった,ukelder003.mp3,elderly.jpg
電気の<br>{{c1::electrical}} goods,"electrical<br>電気の<br>[sound:ukelder015.mp3]<br><img src=""electrical.jpg"">",electrical,電気の,ukelder015.mp3,electrical.jpg
エレベーター<br>I've seen you in the {{c1::elevator}} a few times.,"elevator<br>エレベーター<br>[sound:ukelect021.mp3]<br><img src=""elevator.jpg"">",elevator,エレベーター,ukelect021.mp3,elevator.jpg
"～に乗船する, ～に搭乗する<br>We {{c1::embarked}} at Liverpool for New York.","embark<br>～に乗船する, ～に搭乗する<br>[sound:ukeluci027.mp3]<br><img src=""embark.jpg"">",embark,"～に乗船する, ～に搭乗する",ukeluci027.mp3,embark.jpg
"緊急<br>In an {{c1::emergency}}, call this number.","emergency<br>緊急<br>[sound:ukembry009.mp3]<br><img src=""emergency.jpg"">",emergency,緊急,ukembry009.mp3,emergency.jpg
～を強調する<br>He {{c1::emphasized}} the importance of learning foreign languages.,"emphasize<br>～を強調する<br>[sound:ukemolu017.mp3]<br><img src=""paste-c266f3236028d88d6182a7fd48713210866d8f7a.png"">",emphasize,～を強調する,ukemolu017.mp3,paste-c266f3236028d88d6182a7fd48713210866d8f7a.png
"（人）を雇う<br>The company {{c1::employs}} 2,500 workers.","employ<br>（人）を雇う<br>[sound:ukemolu027.mp3]<br><img src=""employ.jpg"">",employ,（人）を雇う,ukemolu027.mp3,employ.jpg
従業員<br>How many {{c1::employees}} does the firm have?,"employee<br>従業員<br>[sound:ukemolu029.mp3]<br><img src=""employee.jpg"">",employee,従業員,ukemolu029.mp3,employee.jpg
雇い主<br>We need a reference from your former {{c1::employer}}.,"employer<br>雇い主<br>[sound:ukemolu030.mp3]<br><img src=""employer.jpg"">",employer,雇い主,ukemolu030.mp3,employer.jpg
"雇用, 仕事<br>It is not easy to find {{c1::employment}} in the countryside.","employment<br>雇用, 仕事<br>[sound:ukemplo001.mp3]<br><img src=""employment.jpg"">",employment,"雇用, 仕事",ukemplo001.mp3,employment.jpg
（人、物、こと）が～できるようにする<br>This money {{c1::enabled}} me to buy a new computer.,"enable<br>（人、物、こと）が～できるようにする<br>[sound:ukemplo020.mp3]<br><img src=""enable.jpg"">",enable,（人、物、こと）が～できるようにする,ukemplo020.mp3,enable.jpg
～を同封する<br>I {{c1::enclose}} a map of the area.,"enclose<br>～を同封する<br>[sound:ukencas010.mp3]<br><img src=""enclose.jpg"">",enclose,～を同封する,ukencas010.mp3,enclose.jpg
（人）を励ます、勇気ずける<br>My parents {{c1::encouraged}} me to try new things.,"encourage<br>（人）を励ます、勇気ずける<br>[sound:ukencas019.mp3]<br><img src=""encourage.jpg"">",encourage,（人）を励ます、勇気ずける,ukencas019.mp3,encourage.jpg
耐久力<br>The race will test the athletes’ {{c1::endurance}}.,"endurance<br>耐久力<br>[sound:ukencum028.mp3]<br><img src=""paste-7e107ea17b917673c5b793c535ac4f04f30e6c5a.jpg"">",endurance,耐久力,ukencum028.mp3,paste-7e107ea17b917673c5b793c535ac4f04f30e6c5a.jpg
耐える<br>She’s already had to {{c1::endure}} three painful operations on her leg.,"endure<br>耐える<br>[sound:ukencum029.mp3]<br><img src=""paste-5a98d8c8a0b82960947a9734394c21dbadcb611f.jpg"">",endure,耐える,ukencum029.mp3,paste-5a98d8c8a0b82960947a9734394c21dbadcb611f.jpg
"技師, （機械の）修理工<br>a mechanical {{c1::engineer}}","engineer<br>技師, （機械の）修理工<br>[sound:ukendwa030.mp3]<br><img src=""engineer.jpg"">",engineer,"技師, （機械の）修理工",ukendwa030.mp3,engineer.jpg
工学<br>German/British {{c1::engineering}},"engineering<br>工学<br>[sound:ukengin001.mp3]<br><img src=""paste-8cbd8c905102afc4b9321f3630975136d202a1f0.jpg"">",engineering,工学,ukengin001.mp3,paste-8cbd8c905102afc4b9321f3630975136d202a1f0.jpg
〈質・能力などを〉高める，増す.<br>These scandals will not {{c1::enhance}} the organization's reputation.,"enhance<br>〈質・能力などを〉高める，増す.<br>[sound:ukengin012.mp3]<br><img src=""enhance.jpg"">",enhance,〈質・能力などを〉高める，増す.,ukengin012.mp3,enhance.jpg
〈人の〉氏名を名簿に載せる，〈人を〉会員にする.<br>Is it too late to {{c1::enrol}} at the college?,"enrol<br>〈人の〉氏名を名簿に載せる，〈人を〉会員にする.<br>[sound:ukenliv022.mp3]<br><img src=""enrol.jpg"">",enrol,〈人の〉氏名を名簿に載せる，〈人を〉会員にする.,ukenliv022.mp3,enrol.jpg
～を確実にする<br>Please {{c1::ensure}} that you have completed the forms correctly.,"ensure<br>～を確実にする<br>[sound:ukensla006.mp3]<br><img src=""ensure.jpg"">",ensure,～を確実にする,ukensla006.mp3,ensure.jpg
事業<br>a state-owned {{c1::enterprise}},"enterprise<br>事業<br>[sound:ukensla013.mp3]<br><img src=""enterprise.jpg"">",enterprise,事業,ukensla013.mp3,enterprise.jpg
熱心な<br>The teacher was very {{c1::enthusiastic}} about my project.,"enthusiastic<br>熱心な<br>[sound:ukensla028.mp3]<br><img src=""enthusiastic.jpg"">",enthusiastic,熱心な,ukensla028.mp3,enthusiastic.jpg
熱心に<br>Everyone cheered {{c1::enthusiastically}}.,"enthusiastically<br>熱心に<br>[sound:ukensla029.mp3]<br><img src=""enthusiastically.jpg"">",enthusiastically,熱心に,ukensla029.mp3,enthusiastically.jpg
権利<br>pension/holiday {{c1::entitlements}},"entitlement<br>権利<br>[sound:ukentic009.mp3]<br><img src=""paste-a6c53db4eb74d39e2f74958a73f43d4197ddba62.jpg"">",entitlement,権利,ukentic009.mp3,paste-a6c53db4eb74d39e2f74958a73f43d4197ddba62.jpg
